Skin Type,Product,Company_x,Star_x,Age,category,Ingredient,Good,Bad
,콤부차 결바이옴 미스트 100ml,,,,mist,"[{'ingredient_each_purpose': '피부 보습', 'ingredient_each_purpose_cnt': '25'}, {'ingredient_each_purpose': '수분 증발 차단', 'ingredient_each_purpose_cnt': '2'}]","향에만족한(39), 분사잘되는(34), 수분있는(29), 보습잘되는(26), 냄새가독하지않은(13), 흡수잘되는(12), 트러블안생기는(9)","인공향나는(6), 눈통증있는(5), 따가운(4), 알러지반응오는(2), 잔여물남는(1), 향지속잘되지않는(1), 뒤집어지는(1)"
,콤부차 글로우 세럼 미스트,,,,mist,"[{'ingredient_each_purpose': '피부 보습', 'ingredient_each_purpose_cnt': '24'}, {'ingredient_each_purpose': '피부 보호', 'ingredient_each_purpose_cnt': '7'}]","수분있는(12), 향에만족한(10), 보습잘되는(10)","유분있는(2), 흘러내리는(1), 눈통증있는(1)"
,콩 에센스 50ml 기획(+비피다 마스크 2개),,,,essence_ampoule_serum,"[{'ingredient_each_purpose': '피부 보습', 'ingredient_each_purpose_cnt': '4'}]","각질제거잘되는(667), 자극없는(616), 보습잘되는(466), 피지없어지는(356), 매끄러운(207), 피부결좋아지는(204), 쫀득한(180)","끈적한(174), 알러지반응오는(91), 유분있는(60), 흘러내리는(52), 밀림있는(44), 겉도는(34), 잘굳는(11)"
건성,쿨(티트리) 모델링팩 1kg + (사은품 증정),린제이,4.74,10대,,,"(진정되는:5,141) (쿨링되는:4,838) (수분있는:1,637) (트러블없어지는:1,504) (모공관리되는:826) (자극없는:637) (보습잘되는:510)","(가루날림이있는:2,133) (잘굳는:743) (흘러내리는:399) (알러지반응오는:267) (잔여물남는:203) (노폐물제거안되는:86) (가려운:67)"
건성,쿨(티트리) 모델링팩 1kg + (사은품 증정),린제이,4.74,20대,,,"(진정되는:5,141) (쿨링되는:4,838) (수분있는:1,637) (트러블없어지는:1,504) (모공관리되는:826) (자극없는:637) (보습잘되는:510)","(가루날림이있는:2,133) (잘굳는:743) (흘러내리는:399) (알러지반응오는:267) (잔여물남는:203) (노폐물제거안되는:86) (가려운:67)"
건성,쿨(티트리) 모델링팩 1kg + (사은품 증정),린제이,4.74,30대,,,"(진정되는:5,141) (쿨링되는:4,838) (수분있는:1,637) (트러블없어지는:1,504) (모공관리되는:826) (자극없는:637) (보습잘되는:510)","(가루날림이있는:2,133) (잘굳는:743) (흘러내리는:399) (알러지반응오는:267) (잔여물남는:203) (노폐물제거안되는:86) (가려운:67)"
건성,쿨(티트리) 모델링팩 1kg + (사은품 증정),린제이,4.74,40대 이상,,,"(진정되는:5,141) (쿨링되는:4,838) (수분있는:1,637) (트러블없어지는:1,504) (모공관리되는:826) (자극없는:637) (보습잘되는:510)","(가루날림이있는:2,133) (잘굳는:743) (흘러내리는:399) (알러지반응오는:267) (잔여물남는:203) (노폐물제거안되는:86) (가려운:67)"
지성,쿨(티트리) 모델링팩 1kg + (사은품 증정),린제이,4.72,10대,,,"(진정되는:5,141) (쿨링되는:4,838) (수분있는:1,637) (트러블없어지는:1,504) (모공관리되는:826) (자극없는:637) (보습잘되는:510)","(가루날림이있는:2,133) (잘굳는:743) (흘러내리는:399) (알러지반응오는:267) (잔여물남는:203) (노폐물제거안되는:86) (가려운:67)"
지성,쿨(티트리) 모델링팩 1kg + (사은품 증정),린제이,4.72,20대,,,"(진정되는:5,141) (쿨링되는:4,838) (수분있는:1,637) (트러블없어지는:1,504) (모공관리되는:826) (자극없는:637) (보습잘되는:510)","(가루날림이있는:2,133) (잘굳는:743) (흘러내리는:399) (알러지반응오는:267) (잔여물남는:203) (노폐물제거안되는:86) (가려운:67)"
지성,쿨(티트리) 모델링팩 1kg + (사은품 증정),린제이,4.72,30대,,,"(진정되는:5,141) (쿨링되는:4,838) (수분있는:1,637) (트러블없어지는:1,504) (모공관리되는:826) (자극없는:637) (보습잘되는:510)","(가루날림이있는:2,133) (잘굳는:743) (흘러내리는:399) (알러지반응오는:267) (잔여물남는:203) (노폐물제거안되는:86) (가려운:67)"
지성,쿨(티트리) 모델링팩 1kg + (사은품 증정),린제이,4.72,40대 이상,,,"(진정되는:5,141) (쿨링되는:4,838) (수분있는:1,637) (트러블없어지는:1,504) (모공관리되는:826) (자극없는:637) (보습잘되는:510)","(가루날림이있는:2,133) (잘굳는:743) (흘러내리는:399) (알러지반응오는:267) (잔여물남는:203) (노폐물제거안되는:86) (가려운:67)"
중성,쿨(티트리) 모델링팩 1kg + (사은품 증정),린제이,4.74,10대,,,"(진정되는:5,141) (쿨링되는:4,838) (수분있는:1,637) (트러블없어지는:1,504) (모공관리되는:826) (자극없는:637) (보습잘되는:510)","(가루날림이있는:2,133) (잘굳는:743) (흘러내리는:399) (알러지반응오는:267) (잔여물남는:203) (노폐물제거안되는:86) (가려운:67)"
중성,쿨(티트리) 모델링팩 1kg + (사은품 증정),린제이,4.74,20대,,,"(진정되는:5,141) (쿨링되는:4,838) (수분있는:1,637) (트러블없어지는:1,504) (모공관리되는:826) (자극없는:637) (보습잘되는:510)","(가루날림이있는:2,133) (잘굳는:743) (흘러내리는:399) (알러지반응오는:267) (잔여물남는:203) (노폐물제거안되는:86) (가려운:67)"
중성,쿨(티트리) 모델링팩 1kg + (사은품 증정),린제이,4.74,30대,,,"(진정되는:5,141) (쿨링되는:4,838) (수분있는:1,637) (트러블없어지는:1,504) (모공관리되는:826) (자극없는:637) (보습잘되는:510)","(가루날림이있는:2,133) (잘굳는:743) (흘러내리는:399) (알러지반응오는:267) (잔여물남는:203) (노폐물제거안되는:86) (가려운:67)"
중성,쿨(티트리) 모델링팩 1kg + (사은품 증정),린제이,4.74,40대 이상,,,"(진정되는:5,141) (쿨링되는:4,838) (수분있는:1,637) (트러블없어지는:1,504) (모공관리되는:826) (자극없는:637) (보습잘되는:510)","(가루날림이있는:2,133) (잘굳는:743) (흘러내리는:399) (알러지반응오는:267) (잔여물남는:203) (노폐물제거안되는:86) (가려운:67)"
복합성,쿨(티트리) 모델링팩 1kg + (사은품 증정),린제이,4.76,10대,,,"(진정되는:5,141) (쿨링되는:4,838) (수분있는:1,637) (트러블없어지는:1,504) (모공관리되는:826) (자극없는:637) (보습잘되는:510)","(가루날림이있는:2,133) (잘굳는:743) (흘러내리는:399) (알러지반응오는:267) (잔여물남는:203) (노폐물제거안되는:86) (가려운:67)"
복합성,쿨(티트리) 모델링팩 1kg + (사은품 증정),린제이,4.76,20대,,,"(진정되는:5,141) (쿨링되는:4,838) (수분있는:1,637) (트러블없어지는:1,504) (모공관리되는:826) (자극없는:637) (보습잘되는:510)","(가루날림이있는:2,133) (잘굳는:743) (흘러내리는:399) (알러지반응오는:267) (잔여물남는:203) (노폐물제거안되는:86) (가려운:67)"
복합성,쿨(티트리) 모델링팩 1kg + (사은품 증정),린제이,4.76,30대,,,"(진정되는:5,141) (쿨링되는:4,838) (수분있는:1,637) (트러블없어지는:1,504) (모공관리되는:826) (자극없는:637) (보습잘되는:510)","(가루날림이있는:2,133) (잘굳는:743) (흘러내리는:399) (알러지반응오는:267) (잔여물남는:203) (노폐물제거안되는:86) (가려운:67)"
복합성,쿨(티트리) 모델링팩 1kg + (사은품 증정),린제이,4.76,40대 이상,,,"(진정되는:5,141) (쿨링되는:4,838) (수분있는:1,637) (트러블없어지는:1,504) (모공관리되는:826) (자극없는:637) (보습잘되는:510)","(가루날림이있는:2,133) (잘굳는:743) (흘러내리는:399) (알러지반응오는:267) (잔여물남는:203) (노폐물제거안되는:86) (가려운:67)"
민감성,쿨(티트리) 모델링팩 1kg + (사은품 증정),린제이,4.74,10대,,,"(진정되는:5,141) (쿨링되는:4,838) (수분있는:1,637) (트러블없어지는:1,504) (모공관리되는:826) (자극없는:637) (보습잘되는:510)","(가루날림이있는:2,133) (잘굳는:743) (흘러내리는:399) (알러지반응오는:267) (잔여물남는:203) (노폐물제거안되는:86) (가려운:67)"
민감성,쿨(티트리) 모델링팩 1kg + (사은품 증정),린제이,4.74,20대,,,"(진정되는:5,141) (쿨링되는:4,838) (수분있는:1,637) (트러블없어지는:1,504) (모공관리되는:826) (자극없는:637) (보습잘되는:510)","(가루날림이있는:2,133) (잘굳는:743) (흘러내리는:399) (알러지반응오는:267) (잔여물남는:203) (노폐물제거안되는:86) (가려운:67)"
민감성,쿨(티트리) 모델링팩 1kg + (사은품 증정),린제이,4.74,30대,,,"(진정되는:5,141) (쿨링되는:4,838) (수분있는:1,637) (트러블없어지는:1,504) (모공관리되는:826) (자극없는:637) (보습잘되는:510)","(가루날림이있는:2,133) (잘굳는:743) (흘러내리는:399) (알러지반응오는:267) (잔여물남는:203) (노폐물제거안되는:86) (가려운:67)"
민감성,쿨(티트리) 모델링팩 1kg + (사은품 증정),린제이,4.74,40대 이상,,,"(진정되는:5,141) (쿨링되는:4,838) (수분있는:1,637) (트러블없어지는:1,504) (모공관리되는:826) (자극없는:637) (보습잘되는:510)","(가루날림이있는:2,133) (잘굳는:743) (흘러내리는:399) (알러지반응오는:267) (잔여물남는:203) (노폐물제거안되는:86) (가려운:67)"
여드름,쿨(티트리) 모델링팩 1kg + (사은품 증정),린제이,4.75,10대,,,"(진정되는:5,141) (쿨링되는:4,838) (수분있는:1,637) (트러블없어지는:1,504) (모공관리되는:826) (자극없는:637) (보습잘되는:510)","(가루날림이있는:2,133) (잘굳는:743) (흘러내리는:399) (알러지반응오는:267) (잔여물남는:203) (노폐물제거안되는:86) (가려운:67)"
여드름,쿨(티트리) 모델링팩 1kg + (사은품 증정),린제이,4.75,20대,,,"(진정되는:5,141) (쿨링되는:4,838) (수분있는:1,637) (트러블없어지는:1,504) (모공관리되는:826) (자극없는:637) (보습잘되는:510)","(가루날림이있는:2,133) (잘굳는:743) (흘러내리는:399) (알러지반응오는:267) (잔여물남는:203) (노폐물제거안되는:86) (가려운:67)"
여드름,쿨(티트리) 모델링팩 1kg + (사은품 증정),린제이,4.75,30대,,,"(진정되는:5,141) (쿨링되는:4,838) (수분있는:1,637) (트러블없어지는:1,504) (모공관리되는:826) (자극없는:637) (보습잘되는:510)","(가루날림이있는:2,133) (잘굳는:743) (흘러내리는:399) (알러지반응오는:267) (잔여물남는:203) (노폐물제거안되는:86) (가려운:67)"
여드름,쿨(티트리) 모델링팩 1kg + (사은품 증정),린제이,4.75,40대 이상,,,"(진정되는:5,141) (쿨링되는:4,838) (수분있는:1,637) (트러블없어지는:1,504) (모공관리되는:826) (자극없는:637) (보습잘되는:510)","(가루날림이있는:2,133) (잘굳는:743) (흘러내리는:399) (알러지반응오는:267) (잔여물남는:203) (노폐물제거안되는:86) (가려운:67)"
아토피,쿨(티트리) 모델링팩 1kg + (사은품 증정),린제이,4.74,10대,,,"(진정되는:5,141) (쿨링되는:4,838) (수분있는:1,637) (트러블없어지는:1,504) (모공관리되는:826) (자극없는:637) (보습잘되는:510)","(가루날림이있는:2,133) (잘굳는:743) (흘러내리는:399) (알러지반응오는:267) (잔여물남는:203) (노폐물제거안되는:86) (가려운:67)"
아토피,쿨(티트리) 모델링팩 1kg + (사은품 증정),린제이,4.74,20대,,,"(진정되는:5,141) (쿨링되는:4,838) (수분있는:1,637) (트러블없어지는:1,504) (모공관리되는:826) (자극없는:637) (보습잘되는:510)","(가루날림이있는:2,133) (잘굳는:743) (흘러내리는:399) (알러지반응오는:267) (잔여물남는:203) (노폐물제거안되는:86) (가려운:67)"
아토피,쿨(티트리) 모델링팩 1kg + (사은품 증정),린제이,4.74,30대,,,"(진정되는:5,141) (쿨링되는:4,838) (수분있는:1,637) (트러블없어지는:1,504) (모공관리되는:826) (자극없는:637) (보습잘되는:510)","(가루날림이있는:2,133) (잘굳는:743) (흘러내리는:399) (알러지반응오는:267) (잔여물남는:203) (노폐물제거안되는:86) (가려운:67)"
아토피,쿨(티트리) 모델링팩 1kg + (사은품 증정),린제이,4.74,40대 이상,,,"(진정되는:5,141) (쿨링되는:4,838) (수분있는:1,637) (트러블없어지는:1,504) (모공관리되는:826) (자극없는:637) (보습잘되는:510)","(가루날림이있는:2,133) (잘굳는:743) (흘러내리는:399) (알러지반응오는:267) (잔여물남는:203) (노폐물제거안되는:86) (가려운:67)"
,쿨링 진정 패드 본품+리필(80매+80매),,,,skin_toner_pad,"[{'ingredient_each_purpose': '피부 보습', 'ingredient_each_purpose_cnt': '24'}, {'ingredient_each_purpose': '피부 보호', 'ingredient_each_purpose_cnt': '5'}]","수분있는(44), 진정되는(34), 자극없는(28), 수분있는(44), 진정되는(34), 자극없는(28), 밀착잘되는(20), 에센스양많은(19), 흡수잘되는(13), 내장도구있는(12)","쿨링안되는(31), 잘굳는(6), 각질제거안되는(2), 쿨링안되는(31), 잘굳는(6), 각질제거안되는(2), 지속력안좋은(1), 고정안되는(1), 속건조에효과없는(1), 밀림있는(1)"
,크림 마사지 오일 200ml,,,40대 이상,,(22:피부 보습) (10:피부 보호) (2:수분 증발 차단),(보습잘되는:240) (흡수잘되는:158) (수분있는:143) (잘발리는:116) (끈적하지않은:112) (흘러내리지않는:68) (편안해지는:59),(인공향나는:9) (속건조에효과없는:5) (알러지반응오는:3) (잘굳는:2) (유수분밸런스가맞지않는:1) (밀림있는:1) (따가운:1)
,크림스킨 리필 170ml (사은품 증정),,,,skin/toner,"[{'ingredient_each_purpose': '피부 보습', 'ingredient_each_purpose_cnt': '14'}, {'ingredient_each_purpose': '피부 보호', 'ingredient_each_purpose_cnt': '5'}]","보습잘되는(572), 수분있는(343), 속건조에효과있는(207), 흡수잘되는(113), 가벼운(45), 끈적하지않은(40), 쫀득한(33)","유분있는(144), 트러블생기는(52), 알러지반응오는(28), 흘러내리는(27), 답답한(19), 유수분밸런스가맞지않는(12), 눈통증있는(8)"
,클래식 토닉,,,,skin/toner,"[{'ingredient_each_purpose': '피부 보습', 'ingredient_each_purpose_cnt': '30'}, {'ingredient_each_purpose': '피부 보호', 'ingredient_each_purpose_cnt': '3'}]","수분있는(102), 보습잘되는(83), 향에만족한(79), 흡수잘되는(68), 쫀득한(24), 속건조에효과있는(21), 흘러내리지않는(15)","냄새가독한(21), 향지속잘되지않는(10), 답답한(3), 밀림있는(2), 미끌거리는(2), 인공향나는(2), 때처럼나오는(1)"
,클로저 세럼 100ml,,,,essence_ampoule_serum,"[{'ingredient_each_purpose': '피부 보습', 'ingredient_each_purpose_cnt': '23'}, {'ingredient_each_purpose': '피부 보호', 'ingredient_each_purpose_cnt': '3'}]","쫀득한(121), 모공관리되는(117), 수분있는(68), 흡수잘되는(67), 보습잘되는(55), 자극없는(41), 잘발리는(35)","끈적한(76), 트러블생기는(26), 알러지반응오는(21), 유분있는(20), 흘러내리는(9), 밀림있는(4), 잔여물남는(3)"
,키즈 실키 샴푸 300ml,,,40대 이상,,(11:피부 보습) (3:피부 보호) (2:수분 증발 차단),(머릿결좋아지는:97) (냄새가독하지않은:33) (윤기나는:23) (염색모에좋은:18) (푸석해지지않는:17),(흘러내리는:4) (답답한:1) (비듬생기는:1) (거품이풍성하지않은:1) (인공향나는:1)
아토피,키즈 프레쉬 2in1 샴푸 460ml,아토팜,4.78,30대,,(18:피부 보습) (3:피부 보호) (1:수분 증발 차단) (1:수렴 진정),(향에만족한:403) (거품나는:391) (머릿결좋아지는:215) (세정잘되는:118) (약산성인:92) (자극없는:66) (눈통증없는:41),(인공향나는:28) (뻑뻑한:6) (거품이풍성하지않은:4) (알러지반응오는:2) (잘굳는:1)
아토피,키즈 프레쉬 2in1 샴푸 460ml,아토팜,4.78,40대 이상,,(18:피부 보습) (3:피부 보호) (1:수분 증발 차단) (1:수렴 진정),(향에만족한:403) (거품나는:391) (머릿결좋아지는:215) (세정잘되는:118) (약산성인:92) (자극없는:66) (눈통증없는:41),(인공향나는:28) (뻑뻑한:6) (거품이풍성하지않은:4) (알러지반응오는:2) (잘굳는:1)
,킨츠키 콜라겐 수분 크림 70g,,,,cream,"[{'ingredient_each_purpose': '피부 보습', 'ingredient_each_purpose_cnt': '29'}, {'ingredient_each_purpose': '피부 보호', 'ingredient_each_purpose_cnt': '6'}]","수분있는(357), 잘발리는(153), 흡수잘되는(144), 쫀득한(78), 끈적하지않은(74), 가벼운(64), 탄력생기는(39)","따가운(8), 알러지반응오는(7), 내장도구없는(4), 유수분밸런스가맞지않는(4), 뒤집어지는(2), 인공향나는(2), 가려운(2)"
,킬커버 메쉬 글로우 쿠션 [SPF50+/PA++++] [2호 란제리] (15g*2),,,10대,,(20:피부 보습) (9:피부 보호) (5:수분 증발 차단) (3:자외선 차단) (1:수렴 진정) (1:피부 미백) (1:주름 개선),(수분있는:313) (잘발리는:130) (윤기나는:125) (색감좋은:83) (얇게발리는:75) (보습잘되는:60) (핑크기있는:37),(다크닝있는:145) (회색기있는:124) (밀착안되는:88) (무너지는:60) (트러블생기는:58) (묻어나는:56) (뒤집어지는:33)
,타임 레볼루션 프라임스템100 아이크림 25ml,,,,eye_care,"[{'ingredient_each_purpose': '피부 보습', 'ingredient_each_purpose_cnt': '30'}, {'ingredient_each_purpose': '수분 증발 차단', 'ingredient_each_purpose_cnt': '10'}]","보습잘되는(4), 트러블안생기는(3), 수분있는(3)","눈통증있는(2), 가려운(1), 알러지반응오는(1)"
,타임슬립 아이 크림,,,,eye_care,"[{'ingredient_each_purpose': '피부 보습', 'ingredient_each_purpose_cnt': '33'}, {'ingredient_each_purpose': '피부 보호', 'ingredient_each_purpose_cnt': '9'}]",,
,탄탄한 비건 콜라겐 앰플 40ml,,,,essence_ampoule_serum,"[{'ingredient_each_purpose': '피부 보습', 'ingredient_each_purpose_cnt': '30'}, {'ingredient_each_purpose': '피부 보호', 'ingredient_each_purpose_cnt': '5'}]","수분있는(362), 흡수잘되는(273), 쫀득한(228), 자극없는(157), 잘발리는(138), 끈적하지않은(135), 탄력생기는(69)","인공향나는(11), 답답한(9), 알러지반응오는(8), 잘굳는(6), 때처럼나오는(2), 뻣뻣한(1), 뻑뻑한(1)"
건성,탈모증상완화 두피강화샴푸 400ml 기획(본품+리필400ml+112ml),라보에이치,4.51,30대,,(16:피부 보습) (4:수분 증발 차단) (4:피부 보호) (1:각질 제거),"(탈모효과있는:2,746) (머릿결좋아지는:1,857) (세정잘되는:1,382) (쿨링되는:889) (자극없는:572) (상쾌한:479) (시원한향나는:387)",(뻣뻣한:494) (알러지반응오는:327) (트러블생기는:291) (인공향나는:132) (향지속잘되지않는:114) (푸석해지는:92) (눈통증있는:72)
건성,탈모증상완화 두피강화샴푸 400ml 기획(본품+리필400ml+112ml),라보에이치,4.51,40대 이상,,(16:피부 보습) (4:수분 증발 차단) (4:피부 보호) (1:각질 제거),"(탈모효과있는:2,746) (머릿결좋아지는:1,857) (세정잘되는:1,382) (쿨링되는:889) (자극없는:572) (상쾌한:479) (시원한향나는:387)",(뻣뻣한:494) (알러지반응오는:327) (트러블생기는:291) (인공향나는:132) (향지속잘되지않는:114) (푸석해지는:92) (눈통증있는:72)
지성,탈모증상완화 두피강화샴푸 400ml 기획(본품+리필400ml+112ml),라보에이치,4.47,30대,,(16:피부 보습) (4:수분 증발 차단) (4:피부 보호) (1:각질 제거),"(탈모효과있는:2,746) (머릿결좋아지는:1,857) (세정잘되는:1,382) (쿨링되는:889) (자극없는:572) (상쾌한:479) (시원한향나는:387)",(뻣뻣한:494) (알러지반응오는:327) (트러블생기는:291) (인공향나는:132) (향지속잘되지않는:114) (푸석해지는:92) (눈통증있는:72)
지성,탈모증상완화 두피강화샴푸 400ml 기획(본품+리필400ml+112ml),라보에이치,4.47,40대 이상,,(16:피부 보습) (4:수분 증발 차단) (4:피부 보호) (1:각질 제거),"(탈모효과있는:2,746) (머릿결좋아지는:1,857) (세정잘되는:1,382) (쿨링되는:889) (자극없는:572) (상쾌한:479) (시원한향나는:387)",(뻣뻣한:494) (알러지반응오는:327) (트러블생기는:291) (인공향나는:132) (향지속잘되지않는:114) (푸석해지는:92) (눈통증있는:72)
중성,탈모증상완화 두피강화샴푸 400ml 기획(본품+리필400ml+112ml),라보에이치,4.55,30대,,(16:피부 보습) (4:수분 증발 차단) (4:피부 보호) (1:각질 제거),"(탈모효과있는:2,746) (머릿결좋아지는:1,857) (세정잘되는:1,382) (쿨링되는:889) (자극없는:572) (상쾌한:479) (시원한향나는:387)",(뻣뻣한:494) (알러지반응오는:327) (트러블생기는:291) (인공향나는:132) (향지속잘되지않는:114) (푸석해지는:92) (눈통증있는:72)
중성,탈모증상완화 두피강화샴푸 400ml 기획(본품+리필400ml+112ml),라보에이치,4.55,40대 이상,,(16:피부 보습) (4:수분 증발 차단) (4:피부 보호) (1:각질 제거),"(탈모효과있는:2,746) (머릿결좋아지는:1,857) (세정잘되는:1,382) (쿨링되는:889) (자극없는:572) (상쾌한:479) (시원한향나는:387)",(뻣뻣한:494) (알러지반응오는:327) (트러블생기는:291) (인공향나는:132) (향지속잘되지않는:114) (푸석해지는:92) (눈통증있는:72)
복합성,탈모증상완화 두피강화샴푸 400ml 기획(본품+리필400ml+112ml),라보에이치,4.46,30대,,(16:피부 보습) (4:수분 증발 차단) (4:피부 보호) (1:각질 제거),"(탈모효과있는:2,746) (머릿결좋아지는:1,857) (세정잘되는:1,382) (쿨링되는:889) (자극없는:572) (상쾌한:479) (시원한향나는:387)",(뻣뻣한:494) (알러지반응오는:327) (트러블생기는:291) (인공향나는:132) (향지속잘되지않는:114) (푸석해지는:92) (눈통증있는:72)
복합성,탈모증상완화 두피강화샴푸 400ml 기획(본품+리필400ml+112ml),라보에이치,4.46,40대 이상,,(16:피부 보습) (4:수분 증발 차단) (4:피부 보호) (1:각질 제거),"(탈모효과있는:2,746) (머릿결좋아지는:1,857) (세정잘되는:1,382) (쿨링되는:889) (자극없는:572) (상쾌한:479) (시원한향나는:387)",(뻣뻣한:494) (알러지반응오는:327) (트러블생기는:291) (인공향나는:132) (향지속잘되지않는:114) (푸석해지는:92) (눈통증있는:72)
민감성,탈모증상완화 두피강화샴푸 400ml 기획(본품+리필400ml+112ml),라보에이치,4.45,30대,,(16:피부 보습) (4:수분 증발 차단) (4:피부 보호) (1:각질 제거),"(탈모효과있는:2,746) (머릿결좋아지는:1,857) (세정잘되는:1,382) (쿨링되는:889) (자극없는:572) (상쾌한:479) (시원한향나는:387)",(뻣뻣한:494) (알러지반응오는:327) (트러블생기는:291) (인공향나는:132) (향지속잘되지않는:114) (푸석해지는:92) (눈통증있는:72)
민감성,탈모증상완화 두피강화샴푸 400ml 기획(본품+리필400ml+112ml),라보에이치,4.45,40대 이상,,(16:피부 보습) (4:수분 증발 차단) (4:피부 보호) (1:각질 제거),"(탈모효과있는:2,746) (머릿결좋아지는:1,857) (세정잘되는:1,382) (쿨링되는:889) (자극없는:572) (상쾌한:479) (시원한향나는:387)",(뻣뻣한:494) (알러지반응오는:327) (트러블생기는:291) (인공향나는:132) (향지속잘되지않는:114) (푸석해지는:92) (눈통증있는:72)
여드름,탈모증상완화 두피강화샴푸 400ml 기획(본품+리필400ml+112ml),라보에이치,4.48,30대,,(16:피부 보습) (4:수분 증발 차단) (4:피부 보호) (1:각질 제거),"(탈모효과있는:2,746) (머릿결좋아지는:1,857) (세정잘되는:1,382) (쿨링되는:889) (자극없는:572) (상쾌한:479) (시원한향나는:387)",(뻣뻣한:494) (알러지반응오는:327) (트러블생기는:291) (인공향나는:132) (향지속잘되지않는:114) (푸석해지는:92) (눈통증있는:72)
여드름,탈모증상완화 두피강화샴푸 400ml 기획(본품+리필400ml+112ml),라보에이치,4.48,40대 이상,,(16:피부 보습) (4:수분 증발 차단) (4:피부 보호) (1:각질 제거),"(탈모효과있는:2,746) (머릿결좋아지는:1,857) (세정잘되는:1,382) (쿨링되는:889) (자극없는:572) (상쾌한:479) (시원한향나는:387)",(뻣뻣한:494) (알러지반응오는:327) (트러블생기는:291) (인공향나는:132) (향지속잘되지않는:114) (푸석해지는:92) (눈통증있는:72)
아토피,탈모증상완화 두피강화샴푸 400ml 기획(본품+리필400ml+112ml),라보에이치,4.42,30대,,(16:피부 보습) (4:수분 증발 차단) (4:피부 보호) (1:각질 제거),"(탈모효과있는:2,746) (머릿결좋아지는:1,857) (세정잘되는:1,382) (쿨링되는:889) (자극없는:572) (상쾌한:479) (시원한향나는:387)",(뻣뻣한:494) (알러지반응오는:327) (트러블생기는:291) (인공향나는:132) (향지속잘되지않는:114) (푸석해지는:92) (눈통증있는:72)
아토피,탈모증상완화 두피강화샴푸 400ml 기획(본품+리필400ml+112ml),라보에이치,4.42,40대 이상,,(16:피부 보습) (4:수분 증발 차단) (4:피부 보호) (1:각질 제거),"(탈모효과있는:2,746) (머릿결좋아지는:1,857) (세정잘되는:1,382) (쿨링되는:889) (자극없는:572) (상쾌한:479) (시원한향나는:387)",(뻣뻣한:494) (알러지반응오는:327) (트러블생기는:291) (인공향나는:132) (향지속잘되지않는:114) (푸석해지는:92) (눈통증있는:72)
건성,탑투토 워시 460ml+400ml(리필),아토팜,4.68,30대,,(21:피부 보습) (6:피부 보호),"(자극없는:1,797) (보습잘되는:966) (수분있는:617) (세정잘되는:357) (냄새가독하지않은:262) (약산성인:238) (편안해지는:219)",(뻣뻣한:215) (거품이풍성하지않은:76) (인공향나는:74) (뻑뻑한:43) (향지속잘되지않는:25) (유분있는:22) (알러지반응오는:18)
건성,탑투토 워시 460ml+400ml(리필),아토팜,4.68,40대 이상,,(21:피부 보습) (6:피부 보호),"(자극없는:1,797) (보습잘되는:966) (수분있는:617) (세정잘되는:357) (냄새가독하지않은:262) (약산성인:238) (편안해지는:219)",(뻣뻣한:215) (거품이풍성하지않은:76) (인공향나는:74) (뻑뻑한:43) (향지속잘되지않는:25) (유분있는:22) (알러지반응오는:18)
지성,탑투토 워시 460ml+400ml(리필),아토팜,4.68,30대,,(21:피부 보습) (6:피부 보호),"(자극없는:1,797) (보습잘되는:966) (수분있는:617) (세정잘되는:357) (냄새가독하지않은:262) (약산성인:238) (편안해지는:219)",(뻣뻣한:215) (거품이풍성하지않은:76) (인공향나는:74) (뻑뻑한:43) (향지속잘되지않는:25) (유분있는:22) (알러지반응오는:18)
지성,탑투토 워시 460ml+400ml(리필),아토팜,4.68,40대 이상,,(21:피부 보습) (6:피부 보호),"(자극없는:1,797) (보습잘되는:966) (수분있는:617) (세정잘되는:357) (냄새가독하지않은:262) (약산성인:238) (편안해지는:219)",(뻣뻣한:215) (거품이풍성하지않은:76) (인공향나는:74) (뻑뻑한:43) (향지속잘되지않는:25) (유분있는:22) (알러지반응오는:18)
중성,탑투토 워시 460ml+400ml(리필),아토팜,4.68,30대,,(21:피부 보습) (6:피부 보호),"(자극없는:1,797) (보습잘되는:966) (수분있는:617) (세정잘되는:357) (냄새가독하지않은:262) (약산성인:238) (편안해지는:219)",(뻣뻣한:215) (거품이풍성하지않은:76) (인공향나는:74) (뻑뻑한:43) (향지속잘되지않는:25) (유분있는:22) (알러지반응오는:18)
중성,탑투토 워시 460ml+400ml(리필),아토팜,4.68,40대 이상,,(21:피부 보습) (6:피부 보호),"(자극없는:1,797) (보습잘되는:966) (수분있는:617) (세정잘되는:357) (냄새가독하지않은:262) (약산성인:238) (편안해지는:219)",(뻣뻣한:215) (거품이풍성하지않은:76) (인공향나는:74) (뻑뻑한:43) (향지속잘되지않는:25) (유분있는:22) (알러지반응오는:18)
아토피,탑투토 워시 460ml+400ml(리필),아토팜,4.67,30대,,(21:피부 보습) (6:피부 보호),"(자극없는:1,797) (보습잘되는:966) (수분있는:617) (세정잘되는:357) (냄새가독하지않은:262) (약산성인:238) (편안해지는:219)",(뻣뻣한:215) (거품이풍성하지않은:76) (인공향나는:74) (뻑뻑한:43) (향지속잘되지않는:25) (유분있는:22) (알러지반응오는:18)
