Skin Type,Product,Company_x,Star_x,Age,category,Ingredient,Good,Bad
여드름,다이브인 저분자 히알루론산 수딩크림 100ml 기획(+토너 50ml+클렌징폼 30ml),토리든,4.66,20대,cream,"[{'ingredient_each_purpose': '피부 보습', 'ingredient_each_purpose_cnt': '28'}, {'ingredient_each_purpose': '피부 보호', 'ingredient_each_purpose_cnt': '3'}]","가벼운(2,632), 자극없는(2,595), 흡수잘되는(2,543), 끈적하지않은(1,548), 유분없는(1,506), 산뜻한(971), 쿨링되는(414)","알러지반응오는(288), 지속력안좋은(274), 유수분밸런스가맞지않는(189), 겉도는(149), 잘굳는(94), 미끌거리는(75), 흘러내리는(53)"
여드름,다이브인 저분자 히알루론산 수딩크림 100ml 기획(+토너 50ml+클렌징폼 30ml),토리든,4.66,30대,cream,"[{'ingredient_each_purpose': '피부 보습', 'ingredient_each_purpose_cnt': '28'}, {'ingredient_each_purpose': '피부 보호', 'ingredient_each_purpose_cnt': '3'}]","가벼운(2,632), 자극없는(2,595), 흡수잘되는(2,543), 끈적하지않은(1,548), 유분없는(1,506), 산뜻한(971), 쿨링되는(414)","알러지반응오는(288), 지속력안좋은(274), 유수분밸런스가맞지않는(189), 겉도는(149), 잘굳는(94), 미끌거리는(75), 흘러내리는(53)"
아토피,다이브인 저분자 히알루론산 수딩크림 100ml 기획(+토너 50ml+클렌징폼 30ml),토리든,4.64,10대,cream,"[{'ingredient_each_purpose': '피부 보습', 'ingredient_each_purpose_cnt': '28'}, {'ingredient_each_purpose': '피부 보호', 'ingredient_each_purpose_cnt': '3'}]","가벼운(2,632), 자극없는(2,595), 흡수잘되는(2,543), 끈적하지않은(1,548), 유분없는(1,506), 산뜻한(971), 쿨링되는(414)","알러지반응오는(288), 지속력안좋은(274), 유수분밸런스가맞지않는(189), 겉도는(149), 잘굳는(94), 미끌거리는(75), 흘러내리는(53)"
아토피,다이브인 저분자 히알루론산 수딩크림 100ml 기획(+토너 50ml+클렌징폼 30ml),토리든,4.64,20대,cream,"[{'ingredient_each_purpose': '피부 보습', 'ingredient_each_purpose_cnt': '28'}, {'ingredient_each_purpose': '피부 보호', 'ingredient_each_purpose_cnt': '3'}]","가벼운(2,632), 자극없는(2,595), 흡수잘되는(2,543), 끈적하지않은(1,548), 유분없는(1,506), 산뜻한(971), 쿨링되는(414)","알러지반응오는(288), 지속력안좋은(274), 유수분밸런스가맞지않는(189), 겉도는(149), 잘굳는(94), 미끌거리는(75), 흘러내리는(53)"
아토피,다이브인 저분자 히알루론산 수딩크림 100ml 기획(+토너 50ml+클렌징폼 30ml),토리든,4.64,30대,cream,"[{'ingredient_each_purpose': '피부 보습', 'ingredient_each_purpose_cnt': '28'}, {'ingredient_each_purpose': '피부 보호', 'ingredient_each_purpose_cnt': '3'}]","가벼운(2,632), 자극없는(2,595), 흡수잘되는(2,543), 끈적하지않은(1,548), 유분없는(1,506), 산뜻한(971), 쿨링되는(414)","알러지반응오는(288), 지속력안좋은(274), 유수분밸런스가맞지않는(189), 겉도는(149), 잘굳는(94), 미끌거리는(75), 흘러내리는(53)"
,다이브인 저분자 히알루론산 스킨 부스터 200ml,,,,skin/toner,"[{'ingredient_each_purpose': '피부 보습', 'ingredient_each_purpose_cnt': '22'}, {'ingredient_each_purpose': '수분 증발 차단', 'ingredient_each_purpose_cnt': '2'}]","수분있는(991), 보습잘되는(675), 흡수잘되는(448), 자극없는(393), 속건조에효과있는(198), 끈적하지않은(179), 잘발리는(154)","알러지반응오는(41), 겉도는(22), 유수분밸런스가맞지않는(12), 미끌거리는(11), 답답한(9), 각질제거안되는(8), 인공향나는(8)"
건성,다이브인 저분자 히알루론산 크림 100ml 기획(+세럼 10ml+클렌징젤 30ml),토리든,4.54,10대,cream,"[{'ingredient_each_purpose': '피부 보습', 'ingredient_each_purpose_cnt': '31'}, {'ingredient_each_purpose': '피부 보호', 'ingredient_each_purpose_cnt': '6'}]","자극없는(3,577), 가벼운(2,334), 끈적하지않은(1,758), 트러블안생기는(1,717), 유분없는(1,613), 산뜻한(997), 속건조에효과있는(761)","알러지반응오는(398), 유수분밸런스가맞지않는(284), 지속력안좋은(248), 겉도는(213), 가려운(88), 잘굳는(86), 미끌거리는(78)"
건성,다이브인 저분자 히알루론산 크림 100ml 기획(+세럼 10ml+클렌징젤 30ml),토리든,4.54,20대,cream,"[{'ingredient_each_purpose': '피부 보습', 'ingredient_each_purpose_cnt': '31'}, {'ingredient_each_purpose': '피부 보호', 'ingredient_each_purpose_cnt': '6'}]","자극없는(3,577), 가벼운(2,334), 끈적하지않은(1,758), 트러블안생기는(1,717), 유분없는(1,613), 산뜻한(997), 속건조에효과있는(761)","알러지반응오는(398), 유수분밸런스가맞지않는(284), 지속력안좋은(248), 겉도는(213), 가려운(88), 잘굳는(86), 미끌거리는(78)"
건성,다이브인 저분자 히알루론산 크림 100ml 기획(+세럼 10ml+클렌징젤 30ml),토리든,4.54,30대,cream,"[{'ingredient_each_purpose': '피부 보습', 'ingredient_each_purpose_cnt': '31'}, {'ingredient_each_purpose': '피부 보호', 'ingredient_each_purpose_cnt': '6'}]","자극없는(3,577), 가벼운(2,334), 끈적하지않은(1,758), 트러블안생기는(1,717), 유분없는(1,613), 산뜻한(997), 속건조에효과있는(761)","알러지반응오는(398), 유수분밸런스가맞지않는(284), 지속력안좋은(248), 겉도는(213), 가려운(88), 잘굳는(86), 미끌거리는(78)"
건성,다이브인 저분자 히알루론산 크림 100ml 기획(+세럼 10ml+클렌징젤 30ml),토리든,4.54,40대 이상,cream,"[{'ingredient_each_purpose': '피부 보습', 'ingredient_each_purpose_cnt': '31'}, {'ingredient_each_purpose': '피부 보호', 'ingredient_each_purpose_cnt': '6'}]","자극없는(3,577), 가벼운(2,334), 끈적하지않은(1,758), 트러블안생기는(1,717), 유분없는(1,613), 산뜻한(997), 속건조에효과있는(761)","알러지반응오는(398), 유수분밸런스가맞지않는(284), 지속력안좋은(248), 겉도는(213), 가려운(88), 잘굳는(86), 미끌거리는(78)"
건성,다이브인 저분자 히알루론산 크림 100ml 기획(+세럼 10ml+클렌징젤 30ml),토리든,4.54,40대 이상,cream,"[{'ingredient_each_purpose': '피부 보습', 'ingredient_each_purpose_cnt': '31'}, {'ingredient_each_purpose': '피부 보호', 'ingredient_each_purpose_cnt': '6'}]","자극없는(3,577), 가벼운(2,334), 끈적하지않은(1,758), 트러블안생기는(1,717), 유분없는(1,613), 산뜻한(997), 속건조에효과있는(761)","알러지반응오는(398), 유수분밸런스가맞지않는(284), 지속력안좋은(248), 겉도는(213), 가려운(88), 잘굳는(86), 미끌거리는(78)"
지성,다이브인 저분자 히알루론산 크림 100ml 기획(+세럼 10ml+클렌징젤 30ml),토리든,4.61,10대,cream,"[{'ingredient_each_purpose': '피부 보습', 'ingredient_each_purpose_cnt': '31'}, {'ingredient_each_purpose': '피부 보호', 'ingredient_each_purpose_cnt': '6'}]","자극없는(3,577), 가벼운(2,334), 끈적하지않은(1,758), 트러블안생기는(1,717), 유분없는(1,613), 산뜻한(997), 속건조에효과있는(761)","알러지반응오는(398), 유수분밸런스가맞지않는(284), 지속력안좋은(248), 겉도는(213), 가려운(88), 잘굳는(86), 미끌거리는(78)"
지성,다이브인 저분자 히알루론산 크림 100ml 기획(+세럼 10ml+클렌징젤 30ml),토리든,4.61,20대,cream,"[{'ingredient_each_purpose': '피부 보습', 'ingredient_each_purpose_cnt': '31'}, {'ingredient_each_purpose': '피부 보호', 'ingredient_each_purpose_cnt': '6'}]","자극없는(3,577), 가벼운(2,334), 끈적하지않은(1,758), 트러블안생기는(1,717), 유분없는(1,613), 산뜻한(997), 속건조에효과있는(761)","알러지반응오는(398), 유수분밸런스가맞지않는(284), 지속력안좋은(248), 겉도는(213), 가려운(88), 잘굳는(86), 미끌거리는(78)"
지성,다이브인 저분자 히알루론산 크림 100ml 기획(+세럼 10ml+클렌징젤 30ml),토리든,4.61,30대,cream,"[{'ingredient_each_purpose': '피부 보습', 'ingredient_each_purpose_cnt': '31'}, {'ingredient_each_purpose': '피부 보호', 'ingredient_each_purpose_cnt': '6'}]","자극없는(3,577), 가벼운(2,334), 끈적하지않은(1,758), 트러블안생기는(1,717), 유분없는(1,613), 산뜻한(997), 속건조에효과있는(761)","알러지반응오는(398), 유수분밸런스가맞지않는(284), 지속력안좋은(248), 겉도는(213), 가려운(88), 잘굳는(86), 미끌거리는(78)"
지성,다이브인 저분자 히알루론산 크림 100ml 기획(+세럼 10ml+클렌징젤 30ml),토리든,4.61,40대 이상,cream,"[{'ingredient_each_purpose': '피부 보습', 'ingredient_each_purpose_cnt': '31'}, {'ingredient_each_purpose': '피부 보호', 'ingredient_each_purpose_cnt': '6'}]","자극없는(3,577), 가벼운(2,334), 끈적하지않은(1,758), 트러블안생기는(1,717), 유분없는(1,613), 산뜻한(997), 속건조에효과있는(761)","알러지반응오는(398), 유수분밸런스가맞지않는(284), 지속력안좋은(248), 겉도는(213), 가려운(88), 잘굳는(86), 미끌거리는(78)"
지성,다이브인 저분자 히알루론산 크림 100ml 기획(+세럼 10ml+클렌징젤 30ml),토리든,4.61,40대 이상,cream,"[{'ingredient_each_purpose': '피부 보습', 'ingredient_each_purpose_cnt': '31'}, {'ingredient_each_purpose': '피부 보호', 'ingredient_each_purpose_cnt': '6'}]","자극없는(3,577), 가벼운(2,334), 끈적하지않은(1,758), 트러블안생기는(1,717), 유분없는(1,613), 산뜻한(997), 속건조에효과있는(761)","알러지반응오는(398), 유수분밸런스가맞지않는(284), 지속력안좋은(248), 겉도는(213), 가려운(88), 잘굳는(86), 미끌거리는(78)"
중성,다이브인 저분자 히알루론산 크림 100ml 기획(+세럼 10ml+클렌징젤 30ml),토리든,4.63,10대,cream,"[{'ingredient_each_purpose': '피부 보습', 'ingredient_each_purpose_cnt': '31'}, {'ingredient_each_purpose': '피부 보호', 'ingredient_each_purpose_cnt': '6'}]","자극없는(3,577), 가벼운(2,334), 끈적하지않은(1,758), 트러블안생기는(1,717), 유분없는(1,613), 산뜻한(997), 속건조에효과있는(761)","알러지반응오는(398), 유수분밸런스가맞지않는(284), 지속력안좋은(248), 겉도는(213), 가려운(88), 잘굳는(86), 미끌거리는(78)"
중성,다이브인 저분자 히알루론산 크림 100ml 기획(+세럼 10ml+클렌징젤 30ml),토리든,4.63,20대,cream,"[{'ingredient_each_purpose': '피부 보습', 'ingredient_each_purpose_cnt': '31'}, {'ingredient_each_purpose': '피부 보호', 'ingredient_each_purpose_cnt': '6'}]","자극없는(3,577), 가벼운(2,334), 끈적하지않은(1,758), 트러블안생기는(1,717), 유분없는(1,613), 산뜻한(997), 속건조에효과있는(761)","알러지반응오는(398), 유수분밸런스가맞지않는(284), 지속력안좋은(248), 겉도는(213), 가려운(88), 잘굳는(86), 미끌거리는(78)"
중성,다이브인 저분자 히알루론산 크림 100ml 기획(+세럼 10ml+클렌징젤 30ml),토리든,4.63,30대,cream,"[{'ingredient_each_purpose': '피부 보습', 'ingredient_each_purpose_cnt': '31'}, {'ingredient_each_purpose': '피부 보호', 'ingredient_each_purpose_cnt': '6'}]","자극없는(3,577), 가벼운(2,334), 끈적하지않은(1,758), 트러블안생기는(1,717), 유분없는(1,613), 산뜻한(997), 속건조에효과있는(761)","알러지반응오는(398), 유수분밸런스가맞지않는(284), 지속력안좋은(248), 겉도는(213), 가려운(88), 잘굳는(86), 미끌거리는(78)"
중성,다이브인 저분자 히알루론산 크림 100ml 기획(+세럼 10ml+클렌징젤 30ml),토리든,4.63,40대 이상,cream,"[{'ingredient_each_purpose': '피부 보습', 'ingredient_each_purpose_cnt': '31'}, {'ingredient_each_purpose': '피부 보호', 'ingredient_each_purpose_cnt': '6'}]","자극없는(3,577), 가벼운(2,334), 끈적하지않은(1,758), 트러블안생기는(1,717), 유분없는(1,613), 산뜻한(997), 속건조에효과있는(761)","알러지반응오는(398), 유수분밸런스가맞지않는(284), 지속력안좋은(248), 겉도는(213), 가려운(88), 잘굳는(86), 미끌거리는(78)"
중성,다이브인 저분자 히알루론산 크림 100ml 기획(+세럼 10ml+클렌징젤 30ml),토리든,4.63,40대 이상,cream,"[{'ingredient_each_purpose': '피부 보습', 'ingredient_each_purpose_cnt': '31'}, {'ingredient_each_purpose': '피부 보호', 'ingredient_each_purpose_cnt': '6'}]","자극없는(3,577), 가벼운(2,334), 끈적하지않은(1,758), 트러블안생기는(1,717), 유분없는(1,613), 산뜻한(997), 속건조에효과있는(761)","알러지반응오는(398), 유수분밸런스가맞지않는(284), 지속력안좋은(248), 겉도는(213), 가려운(88), 잘굳는(86), 미끌거리는(78)"
복합성,다이브인 저분자 히알루론산 크림 100ml 기획(+세럼 10ml+클렌징젤 30ml),토리든,4.57,10대,cream,"[{'ingredient_each_purpose': '피부 보습', 'ingredient_each_purpose_cnt': '31'}, {'ingredient_each_purpose': '피부 보호', 'ingredient_each_purpose_cnt': '6'}]","자극없는(3,577), 가벼운(2,334), 끈적하지않은(1,758), 트러블안생기는(1,717), 유분없는(1,613), 산뜻한(997), 속건조에효과있는(761)","알러지반응오는(398), 유수분밸런스가맞지않는(284), 지속력안좋은(248), 겉도는(213), 가려운(88), 잘굳는(86), 미끌거리는(78)"
복합성,다이브인 저분자 히알루론산 크림 100ml 기획(+세럼 10ml+클렌징젤 30ml),토리든,4.57,20대,cream,"[{'ingredient_each_purpose': '피부 보습', 'ingredient_each_purpose_cnt': '31'}, {'ingredient_each_purpose': '피부 보호', 'ingredient_each_purpose_cnt': '6'}]","자극없는(3,577), 가벼운(2,334), 끈적하지않은(1,758), 트러블안생기는(1,717), 유분없는(1,613), 산뜻한(997), 속건조에효과있는(761)","알러지반응오는(398), 유수분밸런스가맞지않는(284), 지속력안좋은(248), 겉도는(213), 가려운(88), 잘굳는(86), 미끌거리는(78)"
복합성,다이브인 저분자 히알루론산 크림 100ml 기획(+세럼 10ml+클렌징젤 30ml),토리든,4.57,30대,cream,"[{'ingredient_each_purpose': '피부 보습', 'ingredient_each_purpose_cnt': '31'}, {'ingredient_each_purpose': '피부 보호', 'ingredient_each_purpose_cnt': '6'}]","자극없는(3,577), 가벼운(2,334), 끈적하지않은(1,758), 트러블안생기는(1,717), 유분없는(1,613), 산뜻한(997), 속건조에효과있는(761)","알러지반응오는(398), 유수분밸런스가맞지않는(284), 지속력안좋은(248), 겉도는(213), 가려운(88), 잘굳는(86), 미끌거리는(78)"
복합성,다이브인 저분자 히알루론산 크림 100ml 기획(+세럼 10ml+클렌징젤 30ml),토리든,4.57,40대 이상,cream,"[{'ingredient_each_purpose': '피부 보습', 'ingredient_each_purpose_cnt': '31'}, {'ingredient_each_purpose': '피부 보호', 'ingredient_each_purpose_cnt': '6'}]","자극없는(3,577), 가벼운(2,334), 끈적하지않은(1,758), 트러블안생기는(1,717), 유분없는(1,613), 산뜻한(997), 속건조에효과있는(761)","알러지반응오는(398), 유수분밸런스가맞지않는(284), 지속력안좋은(248), 겉도는(213), 가려운(88), 잘굳는(86), 미끌거리는(78)"
복합성,다이브인 저분자 히알루론산 크림 100ml 기획(+세럼 10ml+클렌징젤 30ml),토리든,4.57,40대 이상,cream,"[{'ingredient_each_purpose': '피부 보습', 'ingredient_each_purpose_cnt': '31'}, {'ingredient_each_purpose': '피부 보호', 'ingredient_each_purpose_cnt': '6'}]","자극없는(3,577), 가벼운(2,334), 끈적하지않은(1,758), 트러블안생기는(1,717), 유분없는(1,613), 산뜻한(997), 속건조에효과있는(761)","알러지반응오는(398), 유수분밸런스가맞지않는(284), 지속력안좋은(248), 겉도는(213), 가려운(88), 잘굳는(86), 미끌거리는(78)"
민감성,다이브인 저분자 히알루론산 크림 100ml 기획(+세럼 10ml+클렌징젤 30ml),토리든,4.55,10대,cream,"[{'ingredient_each_purpose': '피부 보습', 'ingredient_each_purpose_cnt': '31'}, {'ingredient_each_purpose': '피부 보호', 'ingredient_each_purpose_cnt': '6'}]","자극없는(3,577), 가벼운(2,334), 끈적하지않은(1,758), 트러블안생기는(1,717), 유분없는(1,613), 산뜻한(997), 속건조에효과있는(761)","알러지반응오는(398), 유수분밸런스가맞지않는(284), 지속력안좋은(248), 겉도는(213), 가려운(88), 잘굳는(86), 미끌거리는(78)"
민감성,다이브인 저분자 히알루론산 크림 100ml 기획(+세럼 10ml+클렌징젤 30ml),토리든,4.55,20대,cream,"[{'ingredient_each_purpose': '피부 보습', 'ingredient_each_purpose_cnt': '31'}, {'ingredient_each_purpose': '피부 보호', 'ingredient_each_purpose_cnt': '6'}]","자극없는(3,577), 가벼운(2,334), 끈적하지않은(1,758), 트러블안생기는(1,717), 유분없는(1,613), 산뜻한(997), 속건조에효과있는(761)","알러지반응오는(398), 유수분밸런스가맞지않는(284), 지속력안좋은(248), 겉도는(213), 가려운(88), 잘굳는(86), 미끌거리는(78)"
민감성,다이브인 저분자 히알루론산 크림 100ml 기획(+세럼 10ml+클렌징젤 30ml),토리든,4.55,30대,cream,"[{'ingredient_each_purpose': '피부 보습', 'ingredient_each_purpose_cnt': '31'}, {'ingredient_each_purpose': '피부 보호', 'ingredient_each_purpose_cnt': '6'}]","자극없는(3,577), 가벼운(2,334), 끈적하지않은(1,758), 트러블안생기는(1,717), 유분없는(1,613), 산뜻한(997), 속건조에효과있는(761)","알러지반응오는(398), 유수분밸런스가맞지않는(284), 지속력안좋은(248), 겉도는(213), 가려운(88), 잘굳는(86), 미끌거리는(78)"
민감성,다이브인 저분자 히알루론산 크림 100ml 기획(+세럼 10ml+클렌징젤 30ml),토리든,4.55,40대 이상,cream,"[{'ingredient_each_purpose': '피부 보습', 'ingredient_each_purpose_cnt': '31'}, {'ingredient_each_purpose': '피부 보호', 'ingredient_each_purpose_cnt': '6'}]","자극없는(3,577), 가벼운(2,334), 끈적하지않은(1,758), 트러블안생기는(1,717), 유분없는(1,613), 산뜻한(997), 속건조에효과있는(761)","알러지반응오는(398), 유수분밸런스가맞지않는(284), 지속력안좋은(248), 겉도는(213), 가려운(88), 잘굳는(86), 미끌거리는(78)"
민감성,다이브인 저분자 히알루론산 크림 100ml 기획(+세럼 10ml+클렌징젤 30ml),토리든,4.55,40대 이상,cream,"[{'ingredient_each_purpose': '피부 보습', 'ingredient_each_purpose_cnt': '31'}, {'ingredient_each_purpose': '피부 보호', 'ingredient_each_purpose_cnt': '6'}]","자극없는(3,577), 가벼운(2,334), 끈적하지않은(1,758), 트러블안생기는(1,717), 유분없는(1,613), 산뜻한(997), 속건조에효과있는(761)","알러지반응오는(398), 유수분밸런스가맞지않는(284), 지속력안좋은(248), 겉도는(213), 가려운(88), 잘굳는(86), 미끌거리는(78)"
여드름,다이브인 저분자 히알루론산 크림 100ml 기획(+세럼 10ml+클렌징젤 30ml),토리든,4.59,10대,cream,"[{'ingredient_each_purpose': '피부 보습', 'ingredient_each_purpose_cnt': '31'}, {'ingredient_each_purpose': '피부 보호', 'ingredient_each_purpose_cnt': '6'}]","자극없는(3,577), 가벼운(2,334), 끈적하지않은(1,758), 트러블안생기는(1,717), 유분없는(1,613), 산뜻한(997), 속건조에효과있는(761)","알러지반응오는(398), 유수분밸런스가맞지않는(284), 지속력안좋은(248), 겉도는(213), 가려운(88), 잘굳는(86), 미끌거리는(78)"
여드름,다이브인 저분자 히알루론산 크림 100ml 기획(+세럼 10ml+클렌징젤 30ml),토리든,4.59,20대,cream,"[{'ingredient_each_purpose': '피부 보습', 'ingredient_each_purpose_cnt': '31'}, {'ingredient_each_purpose': '피부 보호', 'ingredient_each_purpose_cnt': '6'}]","자극없는(3,577), 가벼운(2,334), 끈적하지않은(1,758), 트러블안생기는(1,717), 유분없는(1,613), 산뜻한(997), 속건조에효과있는(761)","알러지반응오는(398), 유수분밸런스가맞지않는(284), 지속력안좋은(248), 겉도는(213), 가려운(88), 잘굳는(86), 미끌거리는(78)"
여드름,다이브인 저분자 히알루론산 크림 100ml 기획(+세럼 10ml+클렌징젤 30ml),토리든,4.59,30대,cream,"[{'ingredient_each_purpose': '피부 보습', 'ingredient_each_purpose_cnt': '31'}, {'ingredient_each_purpose': '피부 보호', 'ingredient_each_purpose_cnt': '6'}]","자극없는(3,577), 가벼운(2,334), 끈적하지않은(1,758), 트러블안생기는(1,717), 유분없는(1,613), 산뜻한(997), 속건조에효과있는(761)","알러지반응오는(398), 유수분밸런스가맞지않는(284), 지속력안좋은(248), 겉도는(213), 가려운(88), 잘굳는(86), 미끌거리는(78)"
여드름,다이브인 저분자 히알루론산 크림 100ml 기획(+세럼 10ml+클렌징젤 30ml),토리든,4.59,40대 이상,cream,"[{'ingredient_each_purpose': '피부 보습', 'ingredient_each_purpose_cnt': '31'}, {'ingredient_each_purpose': '피부 보호', 'ingredient_each_purpose_cnt': '6'}]","자극없는(3,577), 가벼운(2,334), 끈적하지않은(1,758), 트러블안생기는(1,717), 유분없는(1,613), 산뜻한(997), 속건조에효과있는(761)","알러지반응오는(398), 유수분밸런스가맞지않는(284), 지속력안좋은(248), 겉도는(213), 가려운(88), 잘굳는(86), 미끌거리는(78)"
여드름,다이브인 저분자 히알루론산 크림 100ml 기획(+세럼 10ml+클렌징젤 30ml),토리든,4.59,40대 이상,cream,"[{'ingredient_each_purpose': '피부 보습', 'ingredient_each_purpose_cnt': '31'}, {'ingredient_each_purpose': '피부 보호', 'ingredient_each_purpose_cnt': '6'}]","자극없는(3,577), 가벼운(2,334), 끈적하지않은(1,758), 트러블안생기는(1,717), 유분없는(1,613), 산뜻한(997), 속건조에효과있는(761)","알러지반응오는(398), 유수분밸런스가맞지않는(284), 지속력안좋은(248), 겉도는(213), 가려운(88), 잘굳는(86), 미끌거리는(78)"
아토피,다이브인 저분자 히알루론산 크림 100ml 기획(+세럼 10ml+클렌징젤 30ml),토리든,4.51,10대,cream,"[{'ingredient_each_purpose': '피부 보습', 'ingredient_each_purpose_cnt': '31'}, {'ingredient_each_purpose': '피부 보호', 'ingredient_each_purpose_cnt': '6'}]","자극없는(3,577), 가벼운(2,334), 끈적하지않은(1,758), 트러블안생기는(1,717), 유분없는(1,613), 산뜻한(997), 속건조에효과있는(761)","알러지반응오는(398), 유수분밸런스가맞지않는(284), 지속력안좋은(248), 겉도는(213), 가려운(88), 잘굳는(86), 미끌거리는(78)"
아토피,다이브인 저분자 히알루론산 크림 100ml 기획(+세럼 10ml+클렌징젤 30ml),토리든,4.51,20대,cream,"[{'ingredient_each_purpose': '피부 보습', 'ingredient_each_purpose_cnt': '31'}, {'ingredient_each_purpose': '피부 보호', 'ingredient_each_purpose_cnt': '6'}]","자극없는(3,577), 가벼운(2,334), 끈적하지않은(1,758), 트러블안생기는(1,717), 유분없는(1,613), 산뜻한(997), 속건조에효과있는(761)","알러지반응오는(398), 유수분밸런스가맞지않는(284), 지속력안좋은(248), 겉도는(213), 가려운(88), 잘굳는(86), 미끌거리는(78)"
아토피,다이브인 저분자 히알루론산 크림 100ml 기획(+세럼 10ml+클렌징젤 30ml),토리든,4.51,30대,cream,"[{'ingredient_each_purpose': '피부 보습', 'ingredient_each_purpose_cnt': '31'}, {'ingredient_each_purpose': '피부 보호', 'ingredient_each_purpose_cnt': '6'}]","자극없는(3,577), 가벼운(2,334), 끈적하지않은(1,758), 트러블안생기는(1,717), 유분없는(1,613), 산뜻한(997), 속건조에효과있는(761)","알러지반응오는(398), 유수분밸런스가맞지않는(284), 지속력안좋은(248), 겉도는(213), 가려운(88), 잘굳는(86), 미끌거리는(78)"
아토피,다이브인 저분자 히알루론산 크림 100ml 기획(+세럼 10ml+클렌징젤 30ml),토리든,4.51,40대 이상,cream,"[{'ingredient_each_purpose': '피부 보습', 'ingredient_each_purpose_cnt': '31'}, {'ingredient_each_purpose': '피부 보호', 'ingredient_each_purpose_cnt': '6'}]","자극없는(3,577), 가벼운(2,334), 끈적하지않은(1,758), 트러블안생기는(1,717), 유분없는(1,613), 산뜻한(997), 속건조에효과있는(761)","알러지반응오는(398), 유수분밸런스가맞지않는(284), 지속력안좋은(248), 겉도는(213), 가려운(88), 잘굳는(86), 미끌거리는(78)"
아토피,다이브인 저분자 히알루론산 크림 100ml 기획(+세럼 10ml+클렌징젤 30ml),토리든,4.51,40대 이상,cream,"[{'ingredient_each_purpose': '피부 보습', 'ingredient_each_purpose_cnt': '31'}, {'ingredient_each_purpose': '피부 보호', 'ingredient_each_purpose_cnt': '6'}]","자극없는(3,577), 가벼운(2,334), 끈적하지않은(1,758), 트러블안생기는(1,717), 유분없는(1,613), 산뜻한(997), 속건조에효과있는(761)","알러지반응오는(398), 유수분밸런스가맞지않는(284), 지속력안좋은(248), 겉도는(213), 가려운(88), 잘굳는(86), 미끌거리는(78)"
건성,다이브인 저분자 히알루론산 클렌징폼 150ml 더블기획 (+시카 클렌징폼 50ml),토리든,4.71,10대,,(20:피부 보습) (3:피부 보호) (1:수분 증발 차단) (1:수렴 진정),"(보습잘되는:2,089) (세정잘되는:1,905) (수분있는:1,889) (약산성인:1,054) (트러블안생기는:557) (2차세안에적합한:512) (쫀득한:469)",(노폐물제거안되는:439) (뽀드득거리지않는:331) (알러지반응오는:113) (거품이풍성하지않은:85) (리치한:53) (피지안없어지는:38) (각질제거안되는:37)
건성,다이브인 저분자 히알루론산 클렌징폼 150ml 더블기획 (+시카 클렌징폼 50ml),토리든,4.71,20대,,(20:피부 보습) (3:피부 보호) (1:수분 증발 차단) (1:수렴 진정),"(보습잘되는:2,089) (세정잘되는:1,905) (수분있는:1,889) (약산성인:1,054) (트러블안생기는:557) (2차세안에적합한:512) (쫀득한:469)",(노폐물제거안되는:439) (뽀드득거리지않는:331) (알러지반응오는:113) (거품이풍성하지않은:85) (리치한:53) (피지안없어지는:38) (각질제거안되는:37)
건성,다이브인 저분자 히알루론산 클렌징폼 150ml 더블기획 (+시카 클렌징폼 50ml),토리든,4.71,30대,,(20:피부 보습) (3:피부 보호) (1:수분 증발 차단) (1:수렴 진정),"(보습잘되는:2,089) (세정잘되는:1,905) (수분있는:1,889) (약산성인:1,054) (트러블안생기는:557) (2차세안에적합한:512) (쫀득한:469)",(노폐물제거안되는:439) (뽀드득거리지않는:331) (알러지반응오는:113) (거품이풍성하지않은:85) (리치한:53) (피지안없어지는:38) (각질제거안되는:37)
건성,다이브인 저분자 히알루론산 클렌징폼 150ml 더블기획 (+시카 클렌징폼 50ml),토리든,4.71,40대 이상,,(20:피부 보습) (3:피부 보호) (1:수분 증발 차단) (1:수렴 진정),"(보습잘되는:2,089) (세정잘되는:1,905) (수분있는:1,889) (약산성인:1,054) (트러블안생기는:557) (2차세안에적합한:512) (쫀득한:469)",(노폐물제거안되는:439) (뽀드득거리지않는:331) (알러지반응오는:113) (거품이풍성하지않은:85) (리치한:53) (피지안없어지는:38) (각질제거안되는:37)
지성,다이브인 저분자 히알루론산 클렌징폼 150ml 더블기획 (+시카 클렌징폼 50ml),토리든,4.75,10대,,(20:피부 보습) (3:피부 보호) (1:수분 증발 차단) (1:수렴 진정),"(보습잘되는:2,089) (세정잘되는:1,905) (수분있는:1,889) (약산성인:1,054) (트러블안생기는:557) (2차세안에적합한:512) (쫀득한:469)",(노폐물제거안되는:439) (뽀드득거리지않는:331) (알러지반응오는:113) (거품이풍성하지않은:85) (리치한:53) (피지안없어지는:38) (각질제거안되는:37)
지성,다이브인 저분자 히알루론산 클렌징폼 150ml 더블기획 (+시카 클렌징폼 50ml),토리든,4.75,20대,,(20:피부 보습) (3:피부 보호) (1:수분 증발 차단) (1:수렴 진정),"(보습잘되는:2,089) (세정잘되는:1,905) (수분있는:1,889) (약산성인:1,054) (트러블안생기는:557) (2차세안에적합한:512) (쫀득한:469)",(노폐물제거안되는:439) (뽀드득거리지않는:331) (알러지반응오는:113) (거품이풍성하지않은:85) (리치한:53) (피지안없어지는:38) (각질제거안되는:37)
